IndicatorId,Indicator Name,CategoryId,Category
AFR0099,Prevalence of undernourishment (%) [SDG 2.1.1],28,Both sexes (male and female)
AFR0100,Proportion of children moderately or severely stunted (%),28,Both sexes (male and female)
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",9,Female
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",11,Rural
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",12,Urban
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",66,Female (15-49 years)
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",73,15-19 years
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",74,20-24 years
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",75,25-29 years
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",1052,20-29 years
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",1053,30-39 years
AFR0101,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",1054,40-49 years
AFR0102,Proportion of women aged 20-24 years who were married or in a union by age 18 (%),9,Female
AFR0103,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",9,Female
AFR0104,"Number of new HIV infections per 1,000 uninfected population",6,Adult (15+ Years)
AFR0104,"Number of new HIV infections per 1,000 uninfected population",8,Male
AFR0104,"Number of new HIV infections per 1,000 uninfected population",9,Female
AFR0104,"Number of new HIV infections per 1,000 uninfected population",25,0-14 years
AFR0104,"Number of new HIV infections per 1,000 uninfected population",28,Both sexes (male and female)
AFR0104,"Number of new HIV infections per 1,000 uninfected population",29,Total
AFR0105,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),9,Female
AFR0105,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),66,Female (15-49 years)
AFR0106,"Adolescent birth rate (per 1,000 women aged 15-19 years)",5,Adolescents (10-19 Years)
AFR0106,"Adolescent birth rate (per 1,000 women aged 15-19 years)",9,Female
AFR0106,"Adolescent birth rate (per 1,000 women aged 15-19 years)",109,Female (15-19 years)
AFR0107,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%),11,Rural
AFR0107,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%),12,Urban
AFR0107,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%),28,Both sexes (male and female)
AFR0107,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%),29,Total
AFR0107,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%),999,Not Applicable
AFR0108,"Mortality rate attributed to household air pollution (deaths per 100,000 population)",28,Both sexes (male and female)
AFR0109,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",8,Male
AFR0109,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",9,Female
AFR0109,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",28,Both sexes (male and female)
AFR0109,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",29,Total
AFR0110,Mortality rate attributed to unintentional poisoning [SDG 3.9.3],8,Male
AFR0110,Mortality rate attributed to unintentional poisoning [SDG 3.9.3],9,Female
AFR0110,Mortality rate attributed to unintentional poisoning [SDG 3.9.3],28,Both sexes (male and female)
AFR0111,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%),28,Both sexes (male and female)
AFR0111,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%),29,Total
AFR0112,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2,Infants (0-11 Months)
AFR0112,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),28,Both sexes (male and female)
AFR0112,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),29,Total
AFR0112,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),999,Not Applicable
AFR0113,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)",28,Both sexes (male and female)
AFR0113,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)",999,Not Applicable
AFR0114,"Health worker density, by type of occupation (per 10,000 population)",30,Nursing and midwifery
AFR0114,"Health worker density, by type of occupation (per 10,000 population)",32,Dentistry
AFR0114,"Health worker density, by type of occupation (per 10,000 population)",1000,Dentists
AFR0114,"Health worker density, by type of occupation (per 10,000 population)",1001,Medical doctors
AFR0114,"Health worker density, by type of occupation (per 10,000 population)",1002,Nursing and midwifery personnel
AFR0114,"Health worker density, by type of occupation (per 10,000 population)",1003,Pharmacists
AFR0115,"Proportion of population using safely managed drinking water services, by urban/rural (%)",11,Rural
AFR0115,"Proportion of population using safely managed drinking water services, by urban/rural (%)",12,Urban
AFR0115,"Proportion of population using safely managed drinking water services, by urban/rural (%)",28,Both sexes (male and female)
AFR0115,"Proportion of population using safely managed drinking water services, by urban/rural (%)",29,Total
AFR0117,Proportion of bodies of water with good ambient water quality (%),29,Total
AFR0118,Proportion of urban population living in slums (%),28,Both sexes (male and female)
AFR0119,"Number of deaths and missing persons attributed to disasters, by hazard type (number)",28,Both sexes (male and female)
AFR0119,"Number of deaths and missing persons attributed to disasters, by hazard type (number)",29,Total
AFR0119,"Number of deaths and missing persons attributed to disasters, by hazard type (number)",124,Geophysical
AFR0119,"Number of deaths and missing persons attributed to disasters, by hazard type (number)",125,Biological
AFR0119,"Number of deaths and missing persons attributed to disasters, by hazard type (number)",126,Hydrological
AFR0119,"Number of deaths and missing persons attributed to disasters, by hazard type (number)",127,Meteorological
AFR0119,"Number of deaths and missing persons attributed to disasters, by hazard type (number)",128,Climatological
AFR0121,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",29,Total
AFR0125,PCV3 immunization coverage among 1-year-olds (%),2,Infants (0-11 Months)
AFR0125,PCV3 immunization coverage among 1-year-olds (%),28,Both sexes (male and female)
AFR0125,PCV3 immunization coverage among 1-year-olds (%),29,Total
AFR0125,PCV3 immunization coverage among 1-year-olds (%),1015,<12 months
AFR0126,Proportion of population with primary reliance on clean fuels (%) -[SDG 7.1.2],11,Rural
AFR0126,Proportion of population with primary reliance on clean fuels (%) -[SDG 7.1.2],12,Urban
AFR0126,Proportion of population with primary reliance on clean fuels (%) -[SDG 7.1.2],28,Both sexes (male and female)
AFR0127,Domestic general government health expenditure as percentage of GGE (%) - [SDG 1.a.2],999,Not Applicable
AFR0128,UHC - Coverage of essential health services,28,Both sexes (male and female)
AFR0128,UHC - Coverage of essential health services,999,Not Applicable
AFR0129,Mortality attributable to joint effects of household and ambient air pollution,8,Male
AFR0129,Mortality attributable to joint effects of household and ambient air pollution,9,Female
AFR0129,Mortality attributable to joint effects of household and ambient air pollution,29,Total
AFR0130,Total fertility rate,9,Female
AFR0130,Total fertility rate,11,Rural
AFR0130,Total fertility rate,12,Urban
AFR0130,Total fertility rate,29,Total
AFR0130,Total fertility rate,66,Female (15-49 years)
AFR0130,Total fertility rate,107,Female (10-14 years)
AFR0130,Total fertility rate,109,Female (15-19 years)
AFR0131,Malaria parasite prevalence among children aged 6-59 months,29,Total
AFR0131,Malaria parasite prevalence among children aged 6-59 months,70,0-4 years
AFR0132,Mortality rate attributed to household and ambient air pollution [SDG 3.9.1],28,Both sexes (male and female)
AFR0133,Proportion of the target population covered by all vaccines included in their national programme [SDG 3.b.1],28,Both sexes (male and female)
AFR0134,Total net official development assistance to medical research and basic health sectors [SDG 3.b.2],999,Not Applicable
AFR0135,Percentage of pregnant women that made four or more ANC visits,9,Female
AFR0135,Percentage of pregnant women that made four or more ANC visits,11,Rural
AFR0135,Percentage of pregnant women that made four or more ANC visits,12,Urban
AFR0135,Percentage of pregnant women that made four or more ANC visits,23,Fifth Quintile
AFR0135,Percentage of pregnant women that made four or more ANC visits,42,Female (15+ years)
AFR0135,Percentage of pregnant women that made four or more ANC visits,66,Female (15-49 years)
AFR0136,Percentage of women that made their first ANC visit during the first trimester (first 12 weeks of pregnancy),9,Female
AFR0136,Percentage of women that made their first ANC visit during the first trimester (first 12 weeks of pregnancy),11,Rural
AFR0136,Percentage of women that made their first ANC visit during the first trimester (first 12 weeks of pregnancy),12,Urban
AFR0136,Percentage of women that made their first ANC visit during the first trimester (first 12 weeks of pregnancy),29,Total
AFR0136,Percentage of women that made their first ANC visit during the first trimester (first 12 weeks of pregnancy),66,Female (15-49 years)
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],2,Infants (0-11 Months)
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],11,Rural
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],12,Urban
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],14,No education
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],15,Primary Education
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],19,First Quintile
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],20,Second Quintile
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],21,Third Quintile
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],22,Fourth Quintile
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],23,Fifth Quintile
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],28,Both sexes (male and female)
AFR0137,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1],68,Secondary or Higher Education
AFR0140,Number of road traffic injuries,8,Male
AFR0140,Number of road traffic injuries,9,Female
AFR0140,Number of road traffic injuries,28,Both sexes (male and female)
AFR0140,Number of road traffic injuries,29,Total
AFR0141,Burden due to top 10 outpatient diagnose,28,Both sexes (male and female)
AFR0143,Population screened for diabetes,8,Male
AFR0143,Population screened for diabetes,28,Both sexes (male and female)
AFR0143,Population screened for diabetes,66,Female (15-49 years)
AFR0144,Population screened for cardiovascular diseases,8,Male
AFR0144,Population screened for cardiovascular diseases,28,Both sexes (male and female)
AFR0144,Population screened for cardiovascular diseases,66,Female (15-49 years)
AFR0147,Primary care facilities with capacity to provide essential health services,29,Total
AFR0147,Primary care facilities with capacity to provide essential health services,999,Not Applicable
AFR0148,Hospitals with capacity to provide their essential health services,29,Total
AFR0148,Hospitals with capacity to provide their essential health services,999,Not Applicable
AFR0149,Primary care facilities with capacity to provide basic surgical care,999,Not Applicable
AFR0150,Hospitals with capacity to provide comprehensive surgical care,999,Not Applicable
AFR0151,Primary care facilities with capacity to provide BEMONC services,999,Not Applicable
AFR0152,Hospitals with capacity to provide CEmONC services,29,Total
AFR0152,Hospitals with capacity to provide CEmONC services,999,Not Applicable
AFR0153,Coverage (%) - All Social Assistance,999,Not Applicable
AFR0154,Prevalence of stunting in children under 5 u (%),3,Under Fives ( 0-4 Years)
AFR0154,Prevalence of stunting in children under 5 u (%),11,Rural
AFR0154,Prevalence of stunting in children under 5 u (%),12,Urban
AFR0154,Prevalence of stunting in children under 5 u (%),14,No education
AFR0154,Prevalence of stunting in children under 5 u (%),15,Primary Education
AFR0154,Prevalence of stunting in children under 5 u (%),19,First Quintile
AFR0154,Prevalence of stunting in children under 5 u (%),20,Second Quintile
AFR0154,Prevalence of stunting in children under 5 u (%),21,Third Quintile
AFR0154,Prevalence of stunting in children under 5 u (%),22,Fourth Quintile
AFR0154,Prevalence of stunting in children under 5 u (%),23,Fifth Quintile
AFR0154,Prevalence of stunting in children under 5 u (%),28,Both sexes (male and female)
AFR0154,Prevalence of stunting in children under 5 u (%),29,Total
AFR0154,Prevalence of stunting in children under 5 u (%),68,Secondary or Higher Education
AFR0155,Prevalence of wasting in children under 5 u (%),3,Under Fives ( 0-4 Years)
AFR0155,Prevalence of wasting in children under 5 u (%),11,Rural
AFR0155,Prevalence of wasting in children under 5 u (%),12,Urban
AFR0155,Prevalence of wasting in children under 5 u (%),14,No education
AFR0155,Prevalence of wasting in children under 5 u (%),15,Primary Education
AFR0155,Prevalence of wasting in children under 5 u (%),19,First Quintile
AFR0155,Prevalence of wasting in children under 5 u (%),20,Second Quintile
AFR0155,Prevalence of wasting in children under 5 u (%),21,Third Quintile
AFR0155,Prevalence of wasting in children under 5 u (%),22,Fourth Quintile
AFR0155,Prevalence of wasting in children under 5 u (%),23,Fifth Quintile
AFR0155,Prevalence of wasting in children under 5 u (%),28,Both sexes (male and female)
AFR0155,Prevalence of wasting in children under 5 u (%),68,Secondary or Higher Education
AFR0156,Prevalence of overweight in children under 5 u (%),28,Both sexes (male and female)
AFR0157,"Primary education, duration (years)",999,Not Applicable
AFR0158,"Lower secondary completion rate, total (% of relevant age group)",8,Male
AFR0158,"Lower secondary completion rate, total (% of relevant age group)",9,Female
AFR0158,"Lower secondary completion rate, total (% of relevant age group)",11,Rural
AFR0158,"Lower secondary completion rate, total (% of relevant age group)",28,Both sexes (male and female)
AFR0158,"Lower secondary completion rate, total (% of relevant age group)",29,Total
AFR0158,"Lower secondary completion rate, total (% of relevant age group)",72,10-14 years
AFR0158,"Lower secondary completion rate, total (% of relevant age group)",1049,12-14 years
AFR0159,"Primary completion rate, total (% of relevant age group)",8,Male
AFR0159,"Primary completion rate, total (% of relevant age group)",9,Female
AFR0159,"Primary completion rate, total (% of relevant age group)",11,Rural
AFR0159,"Primary completion rate, total (% of relevant age group)",28,Both sexes (male and female)
AFR0159,"Primary completion rate, total (% of relevant age group)",71,5-9 years
AFR0159,"Primary completion rate, total (% of relevant age group)",1039,5-14 years
AFR0159,"Primary completion rate, total (% of relevant age group)",1048,6-11 years
AFR0160,School dropout rate,8,Male
AFR0160,School dropout rate,9,Female
AFR0160,School dropout rate,15,Primary Education
AFR0160,School dropout rate,28,Both sexes (male and female)
AFR0160,School dropout rate,69,Secondary Education
AFR0160,School dropout rate,1039,5-14 years
AFR0160,School dropout rate,1049,12-14 years
AFR0161,School enrollment rate,28,Both sexes (male and female)
AFR0162,Treatment coverage for alcohol and drug dependence [SDG 3.5.1],28,Both sexes (male and female)
AFR0164,Coverage of preventive chemotherapy for selected neglected tropical diseases,28,Both sexes (male and female)
AFR0165,Indoor residual spraying (IRS) coverage,28,Both sexes (male and female)
AFR0166,Treatment of confirmed malaria cases,29,Total
AFR0167,Use of insecticide treated nets (ITNs),28,Both sexes (male and female)
AFR0167,Use of insecticide treated nets (ITNs),29,Total
AFR0168,Intermittent preventive therapy for malaria during pregnancy (IPTp),9,Female
AFR0168,Intermittent preventive therapy for malaria during pregnancy (IPTp),29,Total
AFR0168,Intermittent preventive therapy for malaria during pregnancy (IPTp),66,Female (15-49 years)
AFR0169,HIV-positive new and relapse TB patients on ART during TB treatment,28,Both sexes (male and female)
AFR0169,HIV-positive new and relapse TB patients on ART during TB treatment,29,Total
AFR0170,TB preventive therapy for HIV-positive people newly enrolled in HIV care,8,Male
AFR0170,TB preventive therapy for HIV-positive people newly enrolled in HIV care,9,Female
AFR0170,TB preventive therapy for HIV-positive people newly enrolled in HIV care,28,Both sexes (male and female)
AFR0170,TB preventive therapy for HIV-positive people newly enrolled in HIV care,29,Total
AFR0170,TB preventive therapy for HIV-positive people newly enrolled in HIV care,42,Female (15+ years)
AFR0171,HIV test results for registered new and relapse TB patients,28,Both sexes (male and female)
AFR0171,HIV test results for registered new and relapse TB patients,29,Total
AFR0172,Treatment coverage for drug-resistant TB,29,Total
AFR0173,TB treatment coverage,28,Both sexes (male and female)
AFR0173,TB treatment coverage,29,Total
AFR0174,Drug susceptibility testing coverage for TB patients,29,Total
AFR0175,Coverage of treatment for latent TB infection (LTBI),28,Both sexes (male and female)
AFR0175,Coverage of treatment for latent TB infection (LTBI),29,Total
AFR0176,TB case detection rate,28,Both sexes (male and female)
AFR0176,TB case detection rate,29,Total
AFR0178,Viral load suppression,28,Both sexes (male and female)
AFR0178,Viral load suppression,29,Total
AFR0178,Viral load suppression,42,Female (15+ years)
AFR0178,Viral load suppression,45,Male (15+ years)
AFR0179,Coverage of antiretroviral therapy (ART) (also effective ART treatment coverage),28,Both sexes (male and female)
AFR0179,Coverage of antiretroviral therapy (ART) (also effective ART treatment coverage),29,Total
AFR0180,Coverage of prevention of mother-to-child transmission (also effective PMTCT coverage),9,Female
AFR0180,Coverage of prevention of mother-to-child transmission (also effective PMTCT coverage),29,Total
AFR0180,Coverage of prevention of mother-to-child transmission (also effective PMTCT coverage),42,Female (15+ years)
AFR0180,Coverage of prevention of mother-to-child transmission (also effective PMTCT coverage),66,Female (15-49 years)
AFR0181,People living with HIV who know their status,28,Both sexes (male and female)
AFR0181,People living with HIV who know their status,29,Total
AFR0182,Care seeking for children with fever,3,Under Fives ( 0-4 Years)
AFR0182,Care seeking for children with fever,8,Male
AFR0182,Care seeking for children with fever,9,Female
AFR0182,Care seeking for children with fever,11,Rural
AFR0182,Care seeking for children with fever,12,Urban
AFR0182,Care seeking for children with fever,28,Both sexes (male and female)
AFR0182,Care seeking for children with fever,1018,12-23 months
AFR0182,Care seeking for children with fever,1019,24-35 months
AFR0182,Care seeking for children with fever,1020,36-47 months
AFR0182,Care seeking for children with fever,1021,48-59 months
AFR0182,Care seeking for children with fever,1040,Less 6 months
AFR0182,Care seeking for children with fever,1055,6-11 months
AFR0182,Care seeking for children with fever,1062,24-35 months
AFR0182,Care seeking for children with fever,1064,48-59 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,3,Under Fives ( 0-4 Years)
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,8,Male
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,9,Female
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,11,Rural
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,12,Urban
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,29,Total
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1018,12-23 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1019,24-35 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1020,36-47 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1021,48-59 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1040,Less 6 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1055,6-11 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1062,24-35 months
AFR0183,Care seeking for children with symptoms of diarrhoea treatment,1064,48-59 months
AFR0184,Care-seeking for children with symptoms of pneumonia,3,Under Fives ( 0-4 Years)
AFR0184,Care-seeking for children with symptoms of pneumonia,8,Male
AFR0184,Care-seeking for children with symptoms of pneumonia,9,Female
AFR0184,Care-seeking for children with symptoms of pneumonia,11,Rural
AFR0184,Care-seeking for children with symptoms of pneumonia,12,Urban
AFR0184,Care-seeking for children with symptoms of pneumonia,28,Both sexes (male and female)
AFR0184,Care-seeking for children with symptoms of pneumonia,1018,12-23 months
AFR0184,Care-seeking for children with symptoms of pneumonia,1019,24-35 months
AFR0184,Care-seeking for children with symptoms of pneumonia,1020,36-47 months
AFR0184,Care-seeking for children with symptoms of pneumonia,1021,48-59 months
AFR0184,Care-seeking for children with symptoms of pneumonia,1040,Less 6 months
AFR0184,Care-seeking for children with symptoms of pneumonia,1055,6-11 months
AFR0185,Vitamin A supplementation coverage,4,Children (5-9 Years)
AFR0185,Vitamin A supplementation coverage,28,Both sexes (male and female)
AFR0185,Vitamin A supplementation coverage,29,Total
AFR0185,Vitamin A supplementation coverage,1026,24-59 months
AFR0186,Pneumococcal vaccination coverage,28,Both sexes (male and female)
AFR0186,Pneumococcal vaccination coverage,29,Total
AFR0186,Pneumococcal vaccination coverage,1015,<12 months
AFR0187,Immunization coverage against Rotavirus vaccine,2,Infants (0-11 Months)
AFR0187,Immunization coverage against Rotavirus vaccine,3,Under Fives ( 0-4 Years)
AFR0187,Immunization coverage against Rotavirus vaccine,28,Both sexes (male and female)
AFR0187,Immunization coverage against Rotavirus vaccine,1015,<12 months
AFR0187,Immunization coverage against Rotavirus vaccine,1025,18 months
AFR0188,Immunization coverage against HPV,9,Female
AFR0189,Immunization coverage against Tetanus,28,Both sexes (male and female)
AFR0189,Immunization coverage against Tetanus,29,Total
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,2,Infants (0-11 Months)
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,11,Rural
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,12,Urban
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,14,No education
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,15,Primary Education
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,19,First Quintile
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,20,Second Quintile
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,21,Third Quintile
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,22,Fourth Quintile
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,23,Fifth Quintile
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,28,Both sexes (male and female)
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,29,Total
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,68,Secondary or Higher Education
AFR0190,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Measles,1027,9 months
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,2,Infants (0-11 Months)
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,11,Rural
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,12,Urban
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,14,No education
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,15,Primary Education
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,19,First Quintile
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,20,Second Quintile
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,21,Third Quintile
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,22,Fourth Quintile
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,23,Fifth Quintile
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,28,Both sexes (male and female)
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,68,Secondary or Higher Education
AFR0191,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 3,1015,<12 months
AFR0192,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 2,2,Infants (0-11 Months)
AFR0192,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 2,28,Both sexes (male and female)
AFR0192,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 2,1015,<12 months
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,2,Infants (0-11 Months)
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,11,Rural
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,12,Urban
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,14,No education
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,15,Primary Education
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,19,First Quintile
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,20,Second Quintile
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,21,Third Quintile
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,22,Fourth Quintile
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,23,Fifth Quintile
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,28,Both sexes (male and female)
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,68,Secondary or Higher Education
AFR0193,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Penta 1,1015,<12 months
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,2,Infants (0-11 Months)
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,11,Rural
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,12,Urban
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,14,No education
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,15,Primary Education
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,19,First Quintile
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,20,Second Quintile
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,21,Third Quintile
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,22,Fourth Quintile
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,23,Fifth Quintile
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,28,Both sexes (male and female)
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,29,Total
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,68,Secondary or Higher Education
AFR0194,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 3,1015,<12 months
